Cand_Name,Cand_Party_Affiliation,Cand_Incumbent_Challenger_Open_Seat,Total_Receipt,Total_Disbursement,Cash_On_Hand_COP,Debt_Owed_By_Committee,Coverage_End_Date,Cand_Street_1,Cand_Street_2,Cand_City,Cand_State,Cand_Zip,Individual_Itemized_Contribution,Individual_Unitemized_Contribution,Individual_Contribution,Other_Committee_Contribution,Party_Committee_Contribution,Cand_Contribution,Total_Contribution,Transfer_From_Other_Auth_Committee,Cand_Loan,Other_Loan,Total_Loan,Offsets_To_Operating_Expenditure,Offsets_To_Fundraising,Offsets_To_Leagal_Accounting,Other_Receipts,Operating_Expenditure,Exempt_Legal_Accounting_Disbursement,Fundraising_Disbursement,Transfer_To_Other_Auth_Committee,Cand_Loan_Repayment,Other_Loan_Repayment,Total_Loan_Repayment,Individual_Refund,Party_Committee_Refund,Other_Committee_Refund,Total_Contribution_Refund,Other_Disbursements,Net_Contribution,Net_Operating_Expenditure,Cash_On_Hand_BOP,Debt_Owe_To_Committee,Coverage_Start_Date
"ZUMBLUSKAS, MICHAEL",REP,CHALLENGER,0.0,0.0,0.0,0.0,10/16/2024,441 EAST 83RD STREET,UNIT A,NEW YORK ,NY,10028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01/01/2023
"CARTER, GREGORY MARCUS MR",IND,CHALLENGER,2120.0,1576.73,661.46,0.0,09/30/2023,1740 MANAROLA STREET,APT. 412,"KISSMMEE, FL 34741",FL,34741,1000.0,20.0,1020.0,0.0,0.0,1100.0,2120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1476.73,0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6269.48,4214.6,142.23,0.0,01/01/2023
"GREEN, ALEXANDER",DEM,INCUMBENT,331725.28,345706.17,252413.99,50000.0,10/16/2024,7447 CAMBRIDGE,UNIT 107,HOUSTON,TX,77054,160779.73,10368.94,171148.67,160514.23,0.0,0.0,331662.9,0.0,0.0,0.0,0.0,61.17,0.0,0.0,1.21,180644.97,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,2000.0,163061.2,329662.9,180583.8,266394.88,0.0,01/01/2023
"MCCAUL, MICHAEL",REP,INCUMBENT,2980109.64,3051635.27,189231.99,0.0,10/16/2024,815-A BRAZOS STREET,PMB 230,AUSTIN,TX,787012514,1040234.64,347525.0,1387759.64,655350.0,0.0,0.0,2043109.64,937000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2965822.27,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3400.0,3400.0,82413.0,2039709.64,2965822.27,260757.62,0.0,01/01/2023
"WALKER, EDWARD ALAN",REP,OPEN,113963.42,109495.54,4467.88,0.0,10/16/2024,1302 24TH ST W,#226,BILLINGS,MT,59102,102109.78,1853.64,103963.42,0.0,0.0,0.0,103963.42,0.0,10000.0,0.0,10000.0,0.0,0.0,0.0,0.0,84254.49,0,0.0,0.0,10000.0,0.0,10000.0,13606.05,0.0,0.0,13606.05,1635.0,90357.37,84254.49,0.0,0.0,10/01/2023
"KOSLOW, MICHAEL",REP,CHALLENGER,99164.66,80222.12,18942.54,65883.0,10/16/2024,3435 E  THOUSAND OAKS BLVD,#3905,WESTLAKE VILLAGE,CA,91359,52291.66,8873.0,61164.66,5000.0,0.0,0.0,66164.66,0.0,33000.0,0.0,33000.0,0.0,0.0,0.0,0.0,80122.12,0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,66064.66,80122.12,0.0,0.0,01/01/2023
"JASSER, M. ZUHDI",REP,CHALLENGER,596235.82,595952.97,282.85,0.0,08/30/2024,2211 E HIGHLAND AVE,STE 210,PHOENIX,AZ,85016,549295.31,31940.51,581235.82,5000.0,0.0,10000.0,596235.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,476642.56,0,0.0,0.0,0.0,0.0,0.0,118930.41,0.0,0.0,118930.41,380.0,477305.41,476642.56,0.0,0.0,09/13/2023
"PELTOLA, MARY",DEM,INCUMBENT,11383691.91,10911365.3,1163586.91,0.0,10/16/2024,810 N STREET,SUITE 301,ANCHORAGE,AK,99501,5703110.31,3578526.57,9281636.88,1419014.2,7208.83,0.0,10707859.91,617668.6,0.0,0.0,0.0,58163.4,0.0,0.0,0.0,9897444.89,0,0.0,0.0,0.0,0.0,0.0,124447.13,0.0,6000.0,130447.13,883473.28,10577412.78,9839281.49,691260.3,0.0,01/01/2023
"MILLER, ADAM CLAY",DEM,CHALLENGER,386604.74,278689.94,107914.8,162789.51,10/16/2024,1173 BAILEY NOEL DR,APT. 204,COLUMBUS,OH,43228,90631.0,35492.17,126123.17,115050.01,500.0,0.0,241673.18,0.0,144725.0,0.0,144725.0,206.56,0.0,0.0,0.0,247683.94,0,0.0,0.0,31000.0,0.0,31000.0,6.0,0.0,0.0,6.0,0.0,241667.18,247477.38,0.0,0.0,07/01/2023
"MARTIN, ISAIAH MR.",DEM,CHALLENGER,397178.12,212668.33,184509.79,0.0,10/16/2024,701 SAN JACINTO,#53843,HOUSTON,TX,77002,73108.4,322304.03,395412.43,0.0,0.0,0.0,395412.43,0.0,0.0,0.0,0.0,1765.69,0.0,0.0,0.0,194027.42,0,0.0,0.0,0.0,0.0,0.0,17115.91,0.0,0.0,17115.91,1525.0,378296.52,192261.73,0.0,0.0,07/01/2023
"CHENG, AUSTIN FRANKLIN",DEM,OPEN,615088.17,615088.17,0.0,222588.49,01/31/2024,100 VILLAGE SQUARE,APT 431,GLEN COVE,NY,11542,111228.06,3627.2,114855.26,0.0,0.0,100100.0,214955.26,0.0,400030.0,0.0,400030.0,0.0,0.0,0.0,102.91,420593.66,0,0.0,0.0,177441.51,0.0,177441.51,3403.0,0.0,0.0,3403.0,13650.0,211552.26,420593.66,0.0,0.0,07/01/2023
"BHATIA, NIKHIL",DEM,CHALLENGER,160634.85,161102.35,-4099.46,0.0,09/30/2024,931 WEST 18TH PLACE,1E,CHICAGO,IL,60608,92779.0,13658.0,106437.0,500.0,0.0,53697.85,160634.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161102.35,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160634.85,161102.35,0.0,0.0,04/01/2023
"GOODLANDER, MAGGIE",DEM,OPEN,3916896.68,3211723.22,705173.46,102323.3,10/16/2024,131 DANIEL WEBSTER HWY,#949,NASHUA,NH,3060,3601601.58,0.03,3601601.61,296433.0,105.75,3640.42,3901780.78,14979.22,0.0,0.0,0.0,136.68,0.0,0.0,0.0,3149556.22,0,0.0,0.0,0.0,0.0,0.0,25167.0,0.0,500.0,25667.0,36500.0,3876113.78,3149419.54,0.0,0.0,04/01/2024
"ELLIS, STANLEY",REP,CHALLENGER,0.0,0.0,0.0,0.0,12/31/2023,5132 N PALM AVE,NUM 227,FRESNO,CA,93704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01/01/2023
"CARTER, JOHN R REP.",REP,INCUMBENT,1177280.84,1509039.6,79732.71,0.0,10/16/2024,U S HOUSE OF REPRESENTATIVES,409 CANNON HOUSE OFFICE BUILDING,WASHINGTON,TX,205150001,618448.17,16261.45,634709.62,541900.0,0.0,0.0,1176609.62,461.22,0.0,0.0,0.0,210.0,0.0,0.0,0.0,1474699.07,0,0.0,0.0,0.0,0.0,0.0,18215.53,0.0,0.0,18215.53,16125.0,1158394.09,1474489.07,411491.47,0.0,01/01/2023
"LAFFEY, STEVE",REP,CHALLENGER,164274.02,164274.02,0.0,0.0,12/08/2023,2465 CENTREVILLE RD,STE J17-714,HERNDON,VA,20171,50567.0,3370.0,53937.02,0.0,0.0,35337.0,89274.02,0.0,75000.0,0.0,75000.0,0.0,0.0,0.0,0.0,84895.65,0,1078.37,0.0,75000.0,0.0,75000.0,3300.0,0.0,0.0,3300.0,0.0,322593.04,245228.21,0.0,0.0,01/01/2023
"TURNER, MICHAEL R REP.",REP,INCUMBENT,1193223.4,1186610.72,577481.31,0.0,10/16/2024,109 NORTH MAIN STREET,APT. 1103,DAYTON,OH,454021344,632204.41,7487.84,639692.25,531750.0,0.0,0.0,1171442.25,21621.56,0.0,0.0,0.0,45.14,0.0,0.0,114.45,916389.79,0,0.0,12520.93,0.0,0.0,0.0,15550.0,0.0,0.0,15550.0,242150.0,1155892.25,916344.65,570868.63,0.0,01/01/2023
"SHREVE, JEFFERSON",REP,OPEN,6124232.38,5993036.14,131196.24,5900000.0,10/16/2024,1701 E EDGEWOOD AVE,PO BOX 17182,SOUTHPORT,IN,46227,55849.41,1223.84,57073.25,125000.0,0.0,42000.0,224073.25,0.0,5900000.0,0.0,5900000.0,159.13,0.0,0.0,0.0,5992536.14,0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,500.0,0.0,223573.25,5992377.01,0.0,0.0,01/01/2024
"DIAZ-BALART, MARIO",REP,INCUMBENT,2264036.08,1524298.15,2019247.63,0.0,10/16/2024,8724 SW 72ND STREET,# 420,MIAMI,FL,331733512,1210020.97,4605.5,1214626.47,1018750.0,0.0,0.0,2233376.47,30659.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1245398.15,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,278900.0,2233376.47,1245398.15,1279509.7,0.0,01/01/2023
"SANDERS, CHRISTOPHER",REP,CHALLENGER,0.0,0.0,0.0,0.0,06/30/2024,500 EAST BLVD,STE 1402,RAPID CITY,SD,57701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04/01/2024
"CLEMENT, CHRISTINA LOREN REV DR LLC",REP,CHALLENGER,16011.2,0.0,14870.03,0.0,09/30/2024,8 THE GREEN,A,DOVER,DE,19901,0.0,0.0,0.0,0.0,0.0,16011.2,16011.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1146.25,0.0,0.0,0.0,08/01/2023
"MILLS, CORY",REP,INCUMBENT,1437350.36,1275443.49,187929.14,2146660.5,10/16/2024,PMB 288,"501 N. ORLANDO AVENUE, SUITE 313",WINTER PARK,FL,32789,453038.01,472217.76,925255.77,231250.0,0.0,43538.09,1200043.86,174813.53,50000.0,0.0,50000.0,12492.97,0.0,0.0,0.0,1266984.85,0,0.0,1746.64,0.0,0.0,0.0,5712.0,0.0,1000.0,6712.0,0.0,1193331.86,1254491.88,26022.27,0.0,01/01/2023
"DONALDS, BYRON",REP,INCUMBENT,6029656.72,5027271.02,1740376.98,0.0,10/16/2024,2430 VANDERBILT BEACH ROAD,STE 108 PMB 260,NAPLES,FL,34108,1996024.9,2298902.7,4294927.6,640134.15,0.0,0.0,4935061.75,1054667.94,0.0,0.0,0.0,14467.23,0.0,0.0,25459.8,4817488.72,0,0.0,0.0,0.0,0.0,0.0,18682.3,0.0,100.0,18782.3,191000.0,4916279.45,4803021.49,737991.28,0.0,01/01/2023
"AL-AQIDI, DALIA",REP,CHALLENGER,1961134.3,1807279.16,153855.14,0.0,10/16/2024,8014 OLSON MEMORIAL HWY 55,#255,GOLDEN VALLEY,MN,55427,503268.54,1445785.82,1949054.36,2000.0,0.0,57.0,1951111.36,0.0,0.0,0.0,0.0,10022.94,0.0,0.0,0.0,1791098.29,0,0.0,0.0,0.0,0.0,0.0,8560.43,0.0,0.0,8560.43,7620.44,1942550.93,1781075.35,0.0,0.0,07/01/2023
"BUTLER, DARRIUS MAURICE",DEM,CHALLENGER,15497.11,11028.3,4468.81,0.0,10/16/2024,2929 WATSON BLVD,SUITE 2 PMB 407,WARNER ROBINS,GA,31093,8184.08,7313.03,15497.11,0.0,0.0,0.0,15497.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11028.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15497.11,11028.3,0.0,0.0,11/20/2023
"GORMAN, JEFF",REP,CHALLENGER,250.0,2775.99,0.0,0.0,05/01/2023,215 W FRANKLIN ST,#312,MONTEREY,CA,93940,0.0,250.0,250.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2675.99,0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,150.0,2675.99,2525.99,0.0,01/01/2023
"BEST, BRYON L",DEM,OPEN,46624.47,42855.23,3769.24,0.0,10/16/2024,1219 BYPASS 72 NE,UNIT 1036,GREENWOOD,SC,29649,42724.47,1300.0,44024.47,0.0,2600.0,0.0,46624.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42555.23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,46624.47,42555.23,0.0,6000.0,07/01/2024
"WILLIAMS, ROGER",REP,INCUMBENT,1867531.17,1576361.39,661332.04,0.0,10/16/2024,10 N. CADDO ST.,PMB #174,CLEBURNE,TX,76031,224527.03,11187.5,235714.53,571055.0,0.0,0.0,806769.53,1034018.88,0.0,0.0,0.0,8230.01,0.0,0.0,18512.75,1519961.39,0,0.0,0.0,44800.0,0.0,44800.0,2500.0,0.0,2000.0,4500.0,7100.0,802269.53,1511731.38,370162.26,0.0,01/01/2023
"HOOK, KRISTIN A DR.",DEM,CHALLENGER,487069.63,290633.09,196436.54,0.0,10/16/2024,9211 BROADWAY,UNIT 17073,SAN ANTONIO,TX,78217,341847.29,131831.39,473678.68,13390.83,0.0,0.0,487069.51,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,286432.09,0,0.0,0.0,0.0,0.0,0.0,4201.0,0.0,0.0,4201.0,0.0,482868.51,286431.97,0.0,0.0,10/29/2023
"SCHWEIKERT, DAVID S.",REP,INCUMBENT,3806312.95,3466391.69,392858.21,125496.09,10/16/2024,8175 E EVANS RD,#13176,SCOTTSDALE,AZ,85267,1419953.05,101991.14,1521944.19,1434571.17,10000.0,0.0,2966515.36,839746.56,0.0,0.0,0.0,23.97,0.0,0.0,27.06,3377941.88,0,0.0,1305.29,54259.69,0.0,54259.69,13784.83,0.0,1000.0,14784.83,18100.0,2951730.53,3377917.91,52936.95,0.0,01/01/2023
"JOHNSON, HENRY C. 'HANK'",DEM,INCUMBENT,602622.94,571523.82,94884.32,5211.2,10/16/2024,4153 FLAT SHOALS PARKWAY,"SUITE 322, BLDG. C, 2ND FLOOR",DECATUR,GA,30034,85395.5,38194.91,123590.41,475393.45,31.3,0.0,599015.16,0.0,0.0,0.0,0.0,3607.78,0.0,0.0,0.0,472517.46,0,0.0,0.0,0.0,0.0,0.0,1043.12,0.0,2500.0,3543.12,95463.24,595472.04,468909.68,63785.2,0.0,01/01/2023
"HANSEN, ERIC",REP,OPEN,1011211.03,819550.05,191660.98,358000.0,10/16/2024,PO BOX 411,101 STONE BLOCK ROW,MONTCHANIN,DE,197100411,102068.27,25422.76,127491.03,9220.0,0.0,50000.0,186711.03,0.0,810000.0,0.0,810000.0,14500.0,0.0,0.0,0.0,337216.98,0,0.0,0.0,452000.0,0.0,452000.0,7843.07,0.0,1200.0,9043.07,21290.0,177667.96,322716.98,0.0,0.0,10/01/2023
"WILLIS, VALERIE LEE",LIB,OPEN,0.0,0.0,0.0,22068.88,11/05/2024,100 WEST PEARL STREET,PO BOX 241,COLDWATER,MI,49036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66206.64,0.0,66206.64,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04/01/2024
"HERN, KEVIN",REP,INCUMBENT,2491960.74,2126050.52,1058510.66,0.0,10/16/2024,9521-B RIVERSIDE PKWY,#350,TULSA,OK,74137,646986.0,35174.88,682160.88,1454963.93,0.0,0.0,2137124.81,352937.49,0.0,0.0,0.0,1868.44,0.0,0.0,30.0,1340402.0,0,0.0,0.0,775000.0,0.0,775000.0,0.0,0.0,0.0,0.0,10648.52,2137124.81,1338533.56,697600.44,0.0,01/01/2023
"FRANGIE, CHARLES",REP,CHALLENGER,89017.5,78492.6,10524.9,40000.0,09/30/2024,30600 TELEGRAPH ROAD,SUITE 3150,BINGHAM FARMS,MI,48025,22880.43,1404.48,24284.91,0.0,0.0,24732.59,49017.5,0.0,40000.0,0.0,40000.0,0.0,0.0,0.0,0.0,78492.6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49017.5,78492.6,0.0,0.0,05/10/2024
"LOMBARDI, JACK MR II",REP,CHALLENGER,511.42,0.0,511.42,0.0,06/30/2023,185 S STATE ST.,PO BOX 112,MANHATTAN,IL,60442,0.0,289.0,289.0,0.0,0.0,222.42,511.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,511.42,0.0,0.0,0.0,01/01/2023
"MARTINEZ, J. EMILIO",REP,OPEN,1990.0,1805.8,0.0,0.0,07/15/2024,20121 VENTURA BLVD,UNIT 307,WOODLAND HILLS,CA,91364,250.0,135.0,385.0,0.0,0.0,80.0,465.0,0.0,1525.0,0.0,1525.0,0.0,0.0,0.0,0.0,1705.8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,465.0,1805.8,0.0,0.0,07/01/2023
"WILD, SUSAN",DEM,INCUMBENT,8160814.85,7540354.93,674421.27,0.0,10/16/2024,1636 N CEDAR CREST BLVD,#183,ALLENTOWN,PA,18104,4847475.42,1209896.13,6057371.55,1264141.51,6854.3,40.0,7328407.36,790453.71,0.0,0.0,0.0,3247.49,0.0,0.0,38706.29,7460160.22,0,0.0,0.0,0.0,0.0,0.0,61197.69,0.0,16200.0,77397.69,2797.02,7251009.67,7456912.73,53961.35,0.0,01/01/2023
"WALTZ, MICHAEL",REP,INCUMBENT,2509837.09,2126994.76,1452012.47,0.0,10/16/2024,1235 PROVIDENCE BLVD. STE R,PMB 502,DELTONA,FL,32725,1043176.4,602347.11,1645523.51,504966.39,0.0,0.0,2150489.9,348120.15,0.0,0.0,0.0,4997.04,0.0,0.0,6230.0,2033644.76,0,0.0,0.0,0.0,0.0,0.0,12550.0,0.0,4000.0,16550.0,76800.0,2133939.9,2028647.72,1069170.14,0.0,01/01/2023
"STEUBE, GREG",REP,INCUMBENT,1631922.12,1001894.32,1597440.78,0.0,10/16/2024,5317 FRUITVILLE RD,102,SARASOTA,FL,34232,397847.72,258324.42,656172.14,707900.0,0.0,0.0,1364072.14,250775.9,0.0,0.0,0.0,17074.08,0.0,0.0,0.0,908409.19,0,0.0,0.0,0.0,0.0,0.0,1950.0,0.0,2500.0,4450.0,89035.13,1359622.14,891335.11,967412.98,0.0,01/01/2023
"MILLER-MEEKS, MARIANNETTE JANE",REP,INCUMBENT,4850823.52,3707813.87,1471348.07,42000.0,10/16/2024,3531 JERSEY RIDGE ROAD,APARTMENT 323,DAVENPORT,IA,52807,1699907.59,311326.54,2011234.13,2044509.96,3000.0,0.0,4058744.09,732610.37,42000.0,0.0,42000.0,15469.06,0.0,0.0,2000.0,3387887.63,0,0.0,128238.06,0.0,0.0,0.0,54678.18,0.0,20400.0,75078.18,116610.0,3983665.91,3372418.57,328338.42,0.0,01/01/2023
"BLEWETT, DAVID",REP,OPEN,58486.0,42062.27,30432.91,50000.0,06/30/2024,5706 E MOCKINGBIRD LN,STE 221,DALLAS,TX,75206,4600.0,886.0,5486.0,0.0,0.0,3000.0,8486.0,0.0,50000.0,0.0,50000.0,0.0,0.0,0.0,0.0,42062.27,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8486.0,42062.27,0.0,0.0,01/01/2024
"ELLZEY, JOHN KEVIN SR.",REP,INCUMBENT,6379248.15,6011083.55,965838.59,0.0,10/16/2024,1005 CONGRESS AVENUE,SUITE 400,AUSTIN,TX,78734,2815498.73,2081124.14,4896622.87,690414.16,0.0,0.0,5587037.03,791206.12,0.0,0.0,0.0,0.0,0.0,0.0,1005.0,5119900.16,0,0.0,0.0,0.0,0.0,0.0,363305.83,0.0,1000.0,364305.83,526877.56,5222731.2,5119900.16,597673.99,0.0,01/01/2023
"FLETCHER, ELIZABETH",DEM,INCUMBENT,2346938.98,2129819.66,1538826.15,0.0,10/16/2024,3262 WESTHEIMER RD,#636,HOUSTON,TX,77098,848040.1,55481.58,903521.68,885485.75,0.0,0.0,1789007.43,545634.42,0.0,0.0,0.0,12297.13,0.0,0.0,0.0,1712233.26,0,0.0,0.0,0.0,0.0,0.0,7359.0,0.0,0.0,7359.0,410227.4,1781648.43,1699936.13,1321706.83,0.0,01/01/2023
"JOHNSON, GLORIA",DEM,CHALLENGER,7257281.75,5728882.05,1528399.7,0.0,10/16/2024,73 WHITE BRIDGE RD,#103-353,NASHVILLE,TN,37205,4788704.91,2353385.28,7142090.19,71229.55,1000.0,421.36,7214741.1,0.0,0.0,0.0,0.0,42540.65,0.0,0.0,0.0,5676641.56,0,0.0,0.0,0.0,0.0,0.0,46630.49,200.0,3600.0,50430.49,1810.0,7164310.61,5634100.91,0.0,0.0,07/01/2023
"ROUDA, HARLEY E JR",DEM,OPEN,1281255.27,1306612.95,0.0,0.0,06/30/2023,120 NEWPORT CENTER DR.,#28,NEWPORT BEACH,CA,92660,227387.0,34616.29,262003.29,9000.0,0.0,0.0,271003.29,0.0,1000000.0,0.0,1000000.0,251.98,0.0,0.0,10000.0,288290.19,0,0.0,0.0,926867.06,0.0,926867.06,98275.7,0.0,0.0,98275.7,-6820.0,172727.59,288038.21,25357.68,0.0,01/01/2023
"ROY, CHIP",REP,INCUMBENT,2743731.26,1566345.24,2426109.03,0.0,10/16/2024,6705 W. HWY 290,SUITE 50295,AUSTIN,TX,78735,1576702.57,778061.32,2354763.89,176650.0,0.0,0.0,2531413.89,169779.92,0.0,0.0,0.0,3168.82,0.0,0.0,39368.63,1547875.37,0,0.0,0.0,0.0,0.0,0.0,11300.0,0.0,0.0,11300.0,7169.87,2520113.89,1544706.55,1248723.01,0.0,01/01/2023
"SHYNE, SEPI",DEM,OPEN,399490.3,399490.3,0.0,0.0,06/30/2024,8149 SANTA MONICA BLVD,#280,WEST HOLLYWOOD,CA,90046,358460.48,31312.0,389772.48,9150.0,0.0,0.0,398922.48,0.0,0.0,0.0,0.0,567.82,0.0,0.0,0.0,343083.07,0,0.0,0.0,0.0,0.0,0.0,52449.0,0.0,0.0,52449.0,3958.23,346473.48,342515.25,0.0,0.0,02/21/2023
"RILEY, JOSH",DEM,CHALLENGER,8760534.28,7669786.45,1107774.36,188760.06,10/16/2024,1220 L ST NW,"STE 100, BOX 384",WASHINGTON,DC,20005,5375434.14,1915728.89,7291163.03,478845.15,5000.0,0.0,7775008.18,933952.75,0.0,0.0,0.0,12556.45,0.0,0.0,39016.9,7548437.65,0,0.0,0.0,0.0,0.0,0.0,106065.11,0.0,2408.69,108473.8,12875.0,7666534.38,7535881.2,17026.53,0.0,01/01/2023
"FOSTER, G. WILLIAM (BILL)",DEM,INCUMBENT,3078358.52,2049614.89,1833858.96,1026069.89,10/16/2024,511 AURORA AVENUE,UNIT 511,NAPERVILLE,IL,60540,1683640.95,223840.99,1907481.94,1104651.0,0.0,0.0,3012132.94,4900.0,0.0,0.0,0.0,13229.07,0.0,0.0,48096.51,1695214.89,0,0.0,0.0,0.0,0.0,0.0,33720.0,0.0,500.0,34220.0,320180.0,2977912.94,1681985.82,805115.33,0.0,01/01/2023
"UNDERWOOD, LAUREN",DEM,INCUMBENT,3955403.78,3201311.41,1541178.52,0.0,10/16/2024,13400 S ROUTE 59,STE 116 BOX 248,PLAINFIELD,IL,60585,2603008.65,583582.42,3186591.07,466640.46,0.0,419.39,3653650.92,215534.94,0.0,0.0,0.0,28708.34,0.0,0.0,57509.58,2617229.32,0,0.0,0.0,0.0,0.0,0.0,39791.39,0.0,3500.0,43291.39,540790.7,3610359.53,2588520.98,787086.15,0.0,01/01/2023
"JUSTICE, JAMES CONLEY II",REP,OPEN,4342811.17,3223995.83,1118988.71,0.0,10/16/2024,3501 MACCORKLE AVE SE,NUM 131,CHARLESTON,WV,25304,2358140.15,277271.82,2635411.97,632500.0,0.0,0.0,3267911.97,1064596.7,0.0,0.0,0.0,10302.5,0.0,0.0,0.0,2891058.03,0,0.0,309008.73,0.0,0.0,0.0,11900.0,0.0,5000.0,16900.0,0.0,3251011.97,2887784.6,173.37,0.0,01/01/2023
"BROWN, SHERROD",DEM,INCUMBENT,84593038.26,83609920.61,4411749.71,0.0,10/16/2024,600 PENNSYLVANIA AVE SE,UNIT 15180,WASHINGTON,DC,20003,44621324.47,24707595.22,69328919.69,2880222.37,57800.0,0.0,72266942.06,11281750.76,0.0,0.0,0.0,688886.61,0.0,0.0,355458.83,82089847.1,0,0.0,0.0,0.0,0.0,0.0,1446937.06,0.0,50200.0,1497137.06,22936.45,70769805.0,81400960.49,3428632.06,0.0,01/01/2023
"MILLER, CAROL DEVINE",REP,INCUMBENT,1613374.93,1587945.69,238864.12,417992.72,10/16/2024,228 S. WASHINGTON STREET,SUITE 115,ALEXANDRIA,VA,22314,505840.97,6194.23,512035.2,1074559.24,0.0,0.0,1586594.44,21600.38,0.0,0.0,0.0,5180.11,0.0,0.0,0.0,1211345.69,0,0.0,0.0,25000.0,0.0,25000.0,600.0,0.0,0.0,600.0,351000.0,1585994.44,1206165.58,213434.88,0.0,01/01/2023
"SACKS, JEFFREY",REP,OPEN,57203.77,57203.77,0.0,0.0,03/31/2024,16 LICHFIELD BLVD,PO BOX 5991,FREDERICKSBURG,VA,22403,4373.06,852.91,5225.97,0.0,0.0,51977.8,57203.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57203.77,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57203.77,57203.77,0.0,0.0,10/01/2023
"PRESSLEY, AYANNA",DEM,INCUMBENT,1313767.35,1493833.03,142221.35,0.0,10/16/2024,PO BOX 240912,554 WASHINGTON ST,DORCHESTER CENTER,MA,2124,706581.67,360869.02,1067450.69,101050.0,0.0,0.0,1168500.69,139700.0,0.0,0.0,0.0,5510.59,0.0,0.0,56.07,1471199.4,0,0.0,102.94,0.0,0.0,0.0,13370.19,0.0,1000.0,14370.19,8160.5,1154130.5,1465688.81,322287.03,0.0,01/01/2023
"NEVENIC, ANNA",DEM,CHALLENGER,11180.0,5780.0,5400.0,0.0,02/21/2024,5951 MONTECITO DRIVE,UNIT 5,PALM SPRINGS,CA,92264,8470.0,2710.0,11180.0,0.0,0.0,0.0,11180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5780.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11180.0,5780.0,0.0,0.0,02/01/2024
