Cand_Name,Cand_Party_Affiliation,Cand_Incumbent_Challenger_Open_Seat,Total_Receipt,Total_Disbursement,Cash_On_Hand_COP,Debt_Owed_By_Committee,Coverage_End_Date,Cand_Street_1,Cand_Street_2,Cand_City,Cand_State,Cand_Zip,Individual_Itemized_Contribution,Individual_Unitemized_Contribution,Individual_Contribution,Other_Committee_Contribution,Party_Committee_Contribution,Cand_Contribution,Total_Contribution,Transfer_From_Other_Auth_Committee,Cand_Loan,Other_Loan,Total_Loan,Offsets_To_Operating_Expenditure,Offsets_To_Fundraising,Offsets_To_Leagal_Accounting,Other_Receipts,Operating_Expenditure,Exempt_Legal_Accounting_Disbursement,Fundraising_Disbursement,Transfer_To_Other_Auth_Committee,Cand_Loan_Repayment,Other_Loan_Repayment,Total_Loan_Repayment,Individual_Refund,Party_Committee_Refund,Other_Committee_Refund,Total_Contribution_Refund,Other_Disbursements,Net_Contribution,Net_Operating_Expenditure,Cash_On_Hand_BOP,Debt_Owe_To_Committee,Coverage_Start_Date
"YOUNG, MICHAEL",APF,CHALLENGER,0,0,0,0,,900 ALBANY ST,APT C5,BEECH GROVE,IN,46107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"SUN, KATY",REP,CHALLENGER,0,0,0,0,,101 CARLISLE COURT,,KISSIMMEE,FL,34758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"OSBORN, DAN",IND,CHALLENGER,7962610.44,6827048.69,1135561.75,0,10/16/2024,8542 S. 160TH AVENUE,,OMAHA,NE,68136,4415652.94,3392952.06,7808605,146975,0,0,7955580,0,0,0,0,7030.44,0,0,0,6775428.4,0,0,0,0,0,0,51620.29,0,0,51620.29,0,7903959.71,6768397.96,0,0,07/01/2023
"RAMOS, JONATHON ANGEL",FED,CHALLENGER,0,0,0,0,,3686 WIGHTMAN ST,,SAN DIEGO,CA,92104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"BLEWETT, DAVID",REP,OPEN,58486,42062.27,30432.91,50000,06/30/2024,5706 E MOCKINGBIRD LN,STE 221,DALLAS,TX,75206,4600,886,5486,0,0,3000,8486,0,50000,0,50000,0,0,0,0,42062.27,0,0,0,0,0,0,0,0,0,0,0,8486,42062.27,0,0,01/01/2024
"BRANCH, KIMBERY JANUEL",IDP,CHALLENGER,0,0,0,0,,239 NORTH MILTON AVE,,BALTIMORE,MD,21224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"CHERRY, JASON SETH",IND,CHALLENGER,110000,95477.56,8511.22,55000,09/30/2024,257 STAGECOACH ROAD,,UNITY,ME,4988,0,0,0,0,0,0,0,0,110000,0,110000,0,0,0,0,95477.56,0,0,0,0,0,0,0,0,0,0,0,0,95477.56,0,0,01/01/2024
"SCHAEFER, MIKE",DEM,OPEN,0,0,0,0,,849 COAST BLVD. CL303,,LA JOLLA,CA,92037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"ANDERSON, PATRICK DARNELL MR",UNK,CHALLENGER,0,0,0,0,,483 ROBERT HILL RD,,MIDWAY,GA,31320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"LARGEY, PATRICK",REP,CHALLENGER,0,0,0,0,,99 733 MEAALA STREET,,AIEA,HI,96701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"BOYD, BRAD",DEM,CHALLENGER,7700,8468.4,0,0,03/31/2023,6114 LA SALLE AVE #513,,OAKLAND,CA,94611,7450,250,7700,0,0,0,7700,0,0,0,0,0,0,0,0,8090.05,0,0,0,0,0,0,0,0,0,0,378.35,7700,8090.05,768.4,0,01/01/2023
"ROSE, JOHN W.",REP,INCUMBENT,1704625.76,1389653.42,1147295.35,1095550,10/16/2024,PO BOX 2404,,COOKEVILLE,TN,38502,1067147.79,180143.51,1247291.3,294423.83,0,0,1541715.13,58910.63,100000,0,100000,0,0,0,4000,808747.42,0,0,0,500000,0,500000,2291,0,2500,4791,76115,1536924.13,808747.42,832323.01,0,01/01/2023
"GREEN, MARK DR.",REP,INCUMBENT,2023422.72,2047058.85,103711.18,0,10/16/2024,PO BOX 331046,,NASHVILLE,TN,37203,1084402.81,194746.12,1279148.93,253250,3000,0,1535398.93,467950.6,0,0,0,20073.19,0,0,0,1893543.85,0,0,0,0,0,0,29900,1500,2000,33400,120115,1501998.93,1873470.66,127347.31,0,01/01/2023
"CRENSHAW, DANIEL",REP,INCUMBENT,3804060.05,4269570.17,671933.84,0,10/16/2024,PO BOX 430965,,HOUSTON,TX,772430965,1411873.67,1061330.23,2473203.9,794946.55,0,0,3268150.45,474411.54,0,0,0,54657.19,0,0,6840.87,4104811.54,0,0,40000,0,0,0,7215.99,0,1150,8365.99,116392.64,3259784.46,4050154.35,1137443.96,0,01/01/2023
"ELLZEY, JOHN KEVIN SR.",REP,INCUMBENT,6379248.15,6011083.55,965838.59,0,10/16/2024,1005 CONGRESS AVENUE,SUITE 400,AUSTIN,TX,78734,2815498.73,2081124.14,4896622.87,690414.16,0,0,5587037.03,791206.12,0,0,0,0,0,0,1005,5119900.16,0,0,0,0,0,0,363305.83,0,1000,364305.83,526877.56,5222731.2,5119900.16,597673.99,0,01/01/2023
"FLETCHER, ELIZABETH",DEM,INCUMBENT,2346938.98,2129819.66,1538826.15,0,10/16/2024,3262 WESTHEIMER RD,#636,HOUSTON,TX,77098,848040.1,55481.58,903521.68,885485.75,0,0,1789007.43,545634.42,0,0,0,12297.13,0,0,0,1712233.26,0,0,0,0,0,0,7359,0,0,7359,410227.4,1781648.43,1699936.13,1321706.83,0,01/01/2023
"SPREITZER, JEREMY",DEM,OPEN,11215.24,9200.13,2136.3,23059.3,09/30/2023,21517 N 120TH AVE.,,SUN CITY,AZ,85373,2900,8030.24,10930.24,0,0,285,11215.24,0,0,0,0,0,0,0,0,9200.13,0,0,0,0,0,0,0,0,0,0,0,11215.24,9200.13,121.19,0,01/01/2023
"RULLAN, JUAN F",W,CHALLENGER,0,0,0,0,,11 CALLE ROSALES VILLAS DEL CAPITA,,ARECIBO,PR,612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"KNIGHT, DAN EDWARD PRES. SR.",OTH,CHALLENGER,0,0,0,0,,8149 S. LOOMIS,,CHICAGO,IL,60620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"NIXON, JAMES HARRISON",DEM,CHALLENGER,0,0,0,0,,1256 HINES RD,,LAGRANGE,GA,30241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"D'AMATO, IRINA IOANA MRS.",IND,CHALLENGER,0,0,0,0,,2203 25TH ST.,,SAN FRANCISCO,CA,94107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"GRIMES, EDWARD NATHANIEL",DEM,CHALLENGER,0,0,0,0,,8806 HAMPDEN DR,,TAMPA,FL,33626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"STETTLER, MICHAEL",CON,CHALLENGER,0,0,0,0,,PO BOX 904,,CHRISTMAS VALLEY,OR,97641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"BILLIPS, NATHAN EUEGENE JR",DEM,CHALLENGER,0,0,0,0,,10154 W KIEHNAU AVE,,MILWAUKEE,WI,53224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"BILLIPS JR, NATHAN EUGENE MR",DEM,CHALLENGER,0,0,0,0,,10154 W KIEHNAU AVE,A,MILWAUKEE,WI,53224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"ROSS, RICKY ALLEN MISTER JR",IND,CHALLENGER,0,0,0,0,,2023 W GALBRAITH ROAD,APT #3,CINCINNATI,OH,45239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"SALIB, DAMIAN PATRICK",IND,CHALLENGER,0,0,0,0,,11344 PIERCE ST NE,,BLAINE,MN,55434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"CURRY, JOHN GREGORY",DEM,CHALLENGER,0,0,0,0,,PO BOX 170077,,CHICAGO,IL,60617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"KARPAS, DAVID M MR.",REP,OPEN,6000,0,6000,579.51,06/28/2023,135 ADAMS ST,,DENVER,CO,80206,0,0,0,0,0,6000,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,0,0,0,01/01/2023
"LUPPINO, NICHOLAS",IND,CHALLENGER,0,0,0,0,,4569 JEROME RD.,,CLARKSTON,MI,48346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"SHERWOOD, ROBERT",REP,CHALLENGER,0,0,0,0,,12015 WENONGA LN,,LEAWOOD,KS,66209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"AGUILAR, JAMES EVERETT",REP,CHALLENGER,0,0,0,0,,1359 SIR RICHARD ROAD,,VIRGINIA BEACH,VA,23455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"MCCARTY, RYAN",DEM,CHALLENGER,0,0,0,0,,300 N GAYLEE LAKE DR.,,WENDELL,NC,27591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"HEBRON, MIKE",REP,CHALLENGER,0,0,0,0,,P O BOX 15064,,ST. LOUIS,MO,63110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"RIEMERS, ROLAND CLIFFORD",DNL,OPEN,0,0,0,0,,PO BOX 14702,,GRAND FORKS,ND,58208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"MOHR, SHARLET",REP,OPEN,0,0,0,0,,5433 134TH AVENUE NW,,WILLISTON,ND,58801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"ROSEN, JONATHAN MR",REP,CHALLENGER,0,0,0,0,,1175 PALM ST,,SAN JOSE,CA,95110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"BERGMAN, JOHN",REP,INCUMBENT,1936650.82,1648198.68,298523.64,0,10/16/2024,N3465 SYLVAN ISLE DRIVE,,WATERSMEET,MI,49969,399129.35,197749.65,596879,683490.64,0,0,1280369.64,646414.22,0,0,0,9866.96,0,0,0,1578365.67,0,0,14970.01,42680,0,42680,8683,0,2700,11383,800,1268986.64,1568498.71,10071.5,0,01/01/2023
"CRAIG, ANGELA DAWN",DEM,INCUMBENT,7852933.27,6492578.42,1391281.34,0,10/16/2024,P.O. BOX 22116,,EAGAN,MN,55122,4593714.89,854651.27,5448366.16,2153154.82,6602.41,0,7608123.39,188930.36,0,0,0,24581.2,0,0,31298.32,6332151.57,0,0,43300,0,25000,25000,89013.22,0,3113.63,92126.85,0,7515996.54,6307570.37,30926.49,0,01/01/2023
"KELLY, JOHN TRENT",REP,INCUMBENT,1181283.45,893236.5,613759.23,0,10/16/2024,438 EAST MAIN STREET,,TUPELO,MS,38804,524330,32754.67,557084.67,585138.92,0,0,1142223.59,37900,0,0,0,142.92,0,0,1016.94,742386.5,0,0,146450,0,0,0,3400,0,0,3400,1000,1138823.59,742243.58,325712.28,0,01/01/2023
"BACON, DONALD J",REP,INCUMBENT,5944820.21,5353940.9,605114.81,0,10/16/2024,PO BOX 391368,,OMAHA,NE,681391368,2868961.61,130845.85,2999807.46,2053130,0,4217.93,5057155.39,885106.81,0,0,0,1373,0,0,1185.01,5326729.19,0,0,0,0,0,0,18061.71,0,5000,23061.71,4150,5034093.68,5325356.19,14235.5,0,01/01/2023
"GOTTHEIMER, JOSH",DEM,INCUMBENT,9547635.88,2430235.19,20463348.91,0,10/16/2024,PO BOX 584,,RIDGEWOOD,NJ,7451,6318783.86,85927.16,6404711.02,1638940.01,0,0,8043651.03,208741.11,0,0,0,14770.28,0,0,1280473.46,1924980.83,0,0,0,0,0,0,122250.16,0,1000,123250.16,382004.2,7920400.87,1910210.55,13345948.22,0,01/01/2023
"GRIFFIN, CALVIN",OTH,CHALLENGER,0,0,0,0,,1154 FORT STREET,UNIT 410,HONOLULU,HI,96813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"NAPOLITANO, GRACE",DEM,INCUMBENT,49692.72,437968.62,272422.53,4000,10/16/2024,12946 E. BELCHER ST.,,NORWALK,CA,90650,4650,0,4650,43000,0,0,47650,0,0,0,0,591.63,0,0,1451.09,71099.55,0,0,0,0,0,0,0,0,6000,6000,360869.07,41650,70507.92,660698.43,0,01/01/2023
"GOMEZ, JIMMY",DEM,INCUMBENT,2118315.92,2311815.52,362003.19,19658.35,10/16/2024,600 PENNSYLVANIA AVE SE #15180,,WASHINGTON,DC,20003,1215815.74,20150.22,1235965.96,878465.36,0,0,2114431.32,206.21,0,0,0,2696.59,0,0,981.8,2282135.4,0,0,0,0,5000,5000,19968.52,0,500,20468.52,4211.6,2093962.8,2279438.81,555502.79,0,01/01/2023
"LEVIN, MIKE",DEM,INCUMBENT,5099731.66,4378277.42,856905.18,0,10/16/2024,PO BOX 2112,,CAPISTRANO BEACH,CA,92624,3503686.32,450956.72,3954643.04,913459.25,7708.04,0,4875810.33,153202.28,0,0,0,27765.88,0,0,42953.17,4301693.77,0,0,0,0,0,0,45540.19,0,5000,50540.19,26043.46,4825270.14,4273927.89,135450.94,0,01/01/2023
"NEGUSE, JOSEPH",DEM,INCUMBENT,2283390.23,1996377.76,2147852.34,0,10/16/2024,PO BOX 7142,,BOULDER,CO,80306,1132329.49,197997.9,1330327.39,857449.54,31.3,0,2187808.23,82658.19,0,0,0,11923.8,0,0,1000.01,1006730.36,0,0,0,0,0,0,17874.65,0,1000,18874.65,970772.75,2168933.58,994806.56,1860839.87,0,01/01/2023
"PETTERSEN, BRITTANY LOUISE",DEM,INCUMBENT,2370109.41,1781072.26,597437.22,0,10/16/2024,PO BOX 150887,,LAKEWOOD,CO,80215,937068.85,186368.6,1123437.45,1198262.28,1500,0,2323199.73,30225,0,0,0,12070.92,0,0,4613.76,1238512.46,0,0,0,0,0,0,7830,0,17400,25230,517329.8,2297969.73,1226441.54,8400.07,0,01/01/2023
"TLAIB, RASHIDA",DEM,INCUMBENT,8151874.6,4121313.41,4267865,0,10/16/2024,PO BOX 32777,,DETROIT,MI,48232,5357868.38,2448906.05,7806774.43,82465.18,0,0,7889239.61,226780.85,0,0,0,15552.67,0,0,20301.47,2904708.01,0,0,0,0,0,0,86270.55,0,0,86270.55,1130334.85,7802969.06,2889155.34,237303.81,0,01/01/2023
"PENNIE, DEMETRICK TRE DR.",REP,CHALLENGER,0,0,0,0,,13154 COIT RD.,STE. 102G,DALLAS,TX,75240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"SMITH, CHRISTOPHER H",REP,INCUMBENT,721942.24,521878.46,426497.04,0,10/16/2024,PO BOX 1266,,TOMS RIVER,NJ,87541266,316134.5,115162.03,431296.53,241975,3200,0,676471.53,44881.45,0,0,0,0,0,0,589.26,503973.46,0,0,10000,0,0,0,200,0,0,200,7705,676271.53,503973.46,226433.26,0,01/01/2023
"JOHNSON, GLORIA",DEM,CHALLENGER,7257281.75,5728882.05,1528399.7,0,10/16/2024,73 WHITE BRIDGE RD,#103-353,NASHVILLE,TN,37205,4788704.91,2353385.28,7142090.19,71229.55,1000,421.36,7214741.1,0,0,0,0,42540.65,0,0,0,5676641.56,0,0,0,0,0,0,46630.49,200,3600,50430.49,1810,7164310.61,5634100.91,0,0,07/01/2023
"OLKOWSKI, CHRISTOPHER J",REP,CHALLENGER,0,0,0,0,,3026 EAST CAMPBELL ROAD,,GILBERT,AZ,85234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"KIM, ANDY",DEM,OPEN,11784568.97,9502394.6,2444706.96,0,10/16/2024,PO BOX 211,,MARLTON,NJ,8053,7998548.37,2696589.01,10695137.38,645283.82,0,0,11340421.2,413357.68,0,0,0,30790.09,0,0,0,8586071.46,0,0,0,0,0,0,216953.6,0,2518.54,219472.14,696851,11120949.06,8555281.37,162532.59,0,01/01/2023
"BASHAW, CURTIS",REP,OPEN,3988017.25,2981591,1006426.25,2105000.21,10/16/2024,PO BOX 999,,EDISON,NJ,8818,1684884.69,140742.36,1825627.05,61150,35000,32364.74,1954141.79,0,2025000,0,2025000,0,0,0,8875.46,2885616.18,0,0,0,0,0,0,15539.82,0,0,15539.82,80435,1938601.97,2885616.18,0,0,01/01/2024
"EDITH COKER, SHOLA",REP,CHALLENGER,0,0,0,0,,63 LINDEN AVE,,NEWARK,NJ,7111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"BERRY, RODNEY",REP,CHALLENGER,8600,8600,0,0,03/31/2024,305 HARMON PARK,,MARION,SC,29571,8500,0,0,0,0,100,8600,0,0,0,0,0,0,0,0,8480,0,0,0,0,0,0,0,0,0,0,120,8600,8480,0,0,01/29/2024
"ROUDA, HARLEY E JR",DEM,OPEN,1281255.27,1306612.95,0,0,06/30/2023,120 NEWPORT CENTER DR.,#28,NEWPORT BEACH,CA,92660,227387,34616.29,262003.29,9000,0,0,271003.29,0,1000000,0,1000000,251.98,0,0,10000,288290.19,0,0,0,926867.06,0,926867.06,98275.7,0,0,98275.7,-6820,172727.59,288038.21,25357.68,0,01/01/2023
"BURNER, BOYD THOMAS",UNK,CHALLENGER,0,0,0,0,,#1 FISH SPRINGS RD,,RENO,NV,89510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"BROWN, PAMELA MS.",DEM,CHALLENGER,0,0,0,0,,10815 STELLA CT.,,KENSINGTON,MD,20895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"SCHERTZER, SCOTT",DEM,CHALLENGER,0,0,0,0,11/20/2023,920 FOREST LAWN DR,,MARION,OH,43302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11/07/2023
"EYRING, HENRY CHRISTIAN",REP,OPEN,45606,45606,0,0,10/13/2023,625 S. REDWOOD RD,,SALT LAKE CITY,UT,84104,45450,156,45606,0,0,0,45606,0,0,0,0,0,0,0,0,45606,0,0,0,0,0,0,0,0,0,0,0,45606,45606,0,0,04/01/2023
"GUSTAFSON, CLAIRE",REP,CHALLENGER,0,0,0,0,,739 PARK AVE,,COLLINGSWOOD,NJ,8108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"PETYO, MICHAEL",REP,CHALLENGER,0,0,0,0,,7567 WEST MILL COURT,,HOBART,IN,46342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"DEBERRY, SHAUNESI YVETTE",IND,OPEN,0,0,0,0,,2631 HOUSLEY RD,1116,ANNAPOLIS,MD,21401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"GRIFFIN, SCOTTIE JO DR.",DEM,OPEN,0,0,0,0,,11330 KING GEORGE DRIVE #12,,SILVER SPRING,MD,20902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"CHAPMAN, CLAYTON T",NPA,OPEN,0,0,0,0,,6508 EAGLE NEST DRIVE,,GARLAND,TX,75044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"GRIFFIN, SCOTTIE JO DR",DEM,OPEN,0,0,0,0,,11330 KING GEORGE DRIVE #12,,SILVER SPRING,MD,20910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"SUP-BYRD, MORGAN ELYSE MOTHER",W,CHALLENGER,0,0,0,0,,3411 GUSTAVE PLACE,,SARASOTA,FL,34234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"MARKLAND, MONTGOMERY LEE",REP,CHALLENGER,0,0,0,0,,5730 WEST AMHERST AVE.,,DALLAS,TX,75209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"VITELA, ALBERT MR. JR",DEM,CHALLENGER,0,0,0,0,,1823 W PICO BLVD APT 302,,LOS ANGELES,CA,90006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"GUARENTE, THOMAS A",REP,CHALLENGER,193608,193608,0,11058.51,06/30/2024,1011 LEXINGTON DR,,BRENTWOOD,TN,37027,127050,1330,128380,0,0,228,128608,0,65000,0,65000,0,0,0,0,11186.51,0,0,0,53941.49,0,53941.49,128480,0,0,128480,0,128,11186.51,0,0,01/01/2024
"LEBON, PAUL MR",DEM,OPEN,0,0,0,0,,520 SECOND AVENUE #306,,WOONSOCKET,RI,2895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"LAPORTE, CHASE",REP,CHALLENGER,0,0,0,0,,1500 E. TALL TREE RD.,#14-202,DERBY,KS,67037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"MARRS, DAMON FOSTER",W,CHALLENGER,0,0,0,0,,2009 N RUNNELS ST,,BIG SPRING,TX,79720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"LOPEZ, RAYMOND",DEM,CHALLENGER,82544,82544,0.01,0,10/15/2024,4322 S ARTESIAN AVE,,CHICAGO,IL,60632,70700,10844,81544,0,1000,0,82544,0,0,0,0,0,0,0,0,82544,0,0,0,0,0,0,0,0,0,0,0,82544,82544,0,0,10/01/2023
"ESCOBAR, VERONICA",DEM,INCUMBENT,1307190.19,1332213.99,221688.85,0,10/16/2024,PO BOX 3961,,EL PASO,TX,79923,649884.97,24486.54,674371.51,631082.16,31.3,0,1305484.97,179.88,0,0,0,1525.34,0,0,0,755578.86,0,0,0,0,0,0,9465,0,1200,10665,565970.13,1294819.97,754053.52,246712.65,0,01/01/2023
"ROY, CHIP",REP,INCUMBENT,2743731.26,1566345.24,2426109.03,0,10/16/2024,6705 W. HWY 290,SUITE 50295,AUSTIN,TX,78735,1576702.57,778061.32,2354763.89,176650,0,0,2531413.89,169779.92,0,0,0,3168.82,0,0,39368.63,1547875.37,0,0,0,0,0,0,11300,0,0,11300,7169.87,2520113.89,1544706.55,1248723.01,0,01/01/2023
"CLOUD, MICHAEL",REP,INCUMBENT,738445.31,785166.82,234765.16,0,10/16/2024,PO BOX 7027,,VICTORIA,TX,77903,461427.08,72264.96,533692.04,195350,0,3.5,729045.54,0,0,0,0,9398.96,0,0,0.81,703381.79,0,0,0,0,0,0,3885.03,0,0,3885.03,77900,725160.51,693982.83,281486.67,0,01/01/2023
"GARCIA, SYLVIA R",DEM,INCUMBENT,882443.51,771667.92,495247.18,0,10/16/2024,PO BOX 8530,,HOUSTON,TX,77249,206872.34,5002.2,211874.54,669155.01,0,0,881029.55,0,0,0,0,0,0,0,1413.96,511817.92,0,0,0,0,0,0,0,0,0,0,259850,881029.55,511817.92,384471.59,0,01/01/2023
"CURTIS, JOHN",REP,INCUMBENT,5415703.03,4680031.6,1122510.66,0,10/16/2024,PO BOX 296,,PROVO,UT,84604,2209831.01,28245.09,2238076.1,1967152.96,0,0,4205229.06,1198564.18,0,0,0,11909.62,0,0,0.17,4447242.31,0,0,3300,0,0,0,88574.29,0,9000,97574.29,131915,4107654.77,4435332.69,386839.23,0,01/01/2023
"WITTMAN, ROBERT J. MR.",REP,INCUMBENT,2613483.98,1635014.65,1514859.44,0,10/16/2024,PO BOX 6,,MONTROSS,VA,22520,1216801.78,50342.66,1267144.44,937367,500,0,2205011.44,400151.85,0,0,0,8320.69,0,0,0,1494414.74,0,0,0,0,0,0,38947.17,0,2100,41047.17,99552.74,2163964.27,1486094.05,536390.11,0,01/01/2023
"CLINE, BENJAMIN LEE",REP,INCUMBENT,960273.9,848911.47,378703.33,0,10/16/2024,P.O. BOX 797,,FINCASTLE,VA,24090,432571.38,52237.51,484808.89,457235,0,0,942043.89,0,0,0,0,18230.01,0,0,0,606905.45,0,0,0,0,0,0,56.02,0,0,56.02,241950,941987.87,588675.44,267340.9,0,01/01/2023
"KENNEDY, RAOUL",UNK,CHALLENGER,0,0,0,0,,9030 W. SAHARA AVE 110,,LAS VEGAS,NV,89117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"QUAGLIA, PETER VINCENT MR.",NNE,CHALLENGER,0,0,0,0,,316 WESCOTT ROAD,,TYLER HILL,PA,18469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"CHAPMAN, ROBERT",W,CHALLENGER,0,0,0,0,,118 GREEN ACRES DR.,,MURPHY,TX,75094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"DEPENDAHL, SAM JOHN",UN,CHALLENGER,0,0,0,0,,5947 S. CHARITON AVE,,LOS ANGELES,CA,90056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"EXLEY, ZACK",NPA,CHALLENGER,0,0,0,0,,1524 S KICKAPOO AVE,,SPRINGFIELD,MO,65804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
